symbol,hurst,adf_pvalue,half_life,autocorr,data_points
AES,0.4526159420203383,3.221738020138014e-06,8.485072247069903,-0.09468635650984641,502
OGE,0.31693278573263783,2.4558452573161652e-06,5.995138670240108,-0.019221704644904216,502
NRG,0.35882023238237076,2.4728471434866623e-05,7.04524721302724,-0.06978755539247954,502
ALE,0.3018015753981256,2.1525543595122145e-06,5.480836229134945,-0.14933877534821252,490
AVA,0.3100681432815838,1.1669787149895068e-05,7.666696250698654,0.02155931251869656,502
BKH,0.33444542931570603,1.1870420056341967e-06,7.075550278798959,0.0814965790977156,502
IDA,0.2507061061208734,0.0001204978768803234,8.238100155587462,-0.03018640644567902,502
OGS,0.28037334713780404,3.5785308174977636e-07,6.686420876901634,0.09797266550561089,502
POR,0.45018914667849574,5.296536944261709e-06,6.761884783019702,0.007935388027001652,502
SR,0.26169076903895866,2.444912092863513e-05,6.930604418986975,-0.0018812888701870754,502
CNP,0.3935970326543356,2.401973960534281e-05,7.091494893620582,-0.06768103378766784,502
OTTR,0.26471231248961535,3.88906478378132e-06,6.256581626145643,-0.029437851924391197,502
HE,0.2843667734181836,5.762546714008042e-09,8.240883330902383,-0.08872808296940504,502
EIX,0.5610940534286861,0.0019222777051940718,11.26660974386825,0.029797909665803517,502
PCG,0.45827694246553974,0.0009523120468552893,10.1110141472943,0.033124160061832005,502
FE,0.38770362500917543,2.5639460380054698e-06,6.540635813632501,0.01430248769074111,502
DTE,0.31009120474068863,8.380772337528336e-07,6.040486212722555,0.010101330508908818,502
IRM,0.5536024926814631,0.0007135556995155872,9.877165562653946,0.008301079997265141,502
CUBE,0.4688390595707275,5.053853535871995e-05,7.608531457781917,-0.04250099019373375,502
MAA,0.4666528254246033,7.687325149300211e-06,7.047191898861403,0.006759043511012492,502
EQR,0.41648235000835365,4.804273473833186e-07,5.312289663239643,-0.021328661518110786,502
AVB,0.48153520254835575,6.06301841726373e-07,5.381090396308887,-0.01382504759480111,502
ESS,0.3894822313783013,6.243496738498782e-08,6.177163201934605,0.023936808108264727,502
UDR,0.43975594466367246,4.831070838451208e-07,6.226455709302036,0.03241321680914592,502
CPT,0.4411119790986255,1.225959121639613e-06,6.213260694885758,0.010728353862622176,502
ARE,0.421730322353612,0.00042730799471769806,10.338045622349597,0.05298378408616569,502
BXP,0.4728222239047007,5.825076460471753e-07,6.4020512742245845,0.05688648797668358,502
SLG,0.492576008781908,2.0118974634021058e-05,7.279726444736413,0.014223423083090844,502
VNO,0.5103224763645274,2.4816298997824478e-06,5.925885243191457,-0.03659536889264563,502
KIM,0.5387379876476227,3.732755378002633e-06,6.095773035605039,-0.04387669852115622,502
REG,0.468799757089399,6.210908875793442e-08,4.704795305773948,-0.07881016460811915,502
FRT,0.4621646502573781,4.1326829794399266e-07,5.259398475321283,-0.08229890963743593,502
BRX,0.49574504904900263,6.912920068563613e-07,5.418004292488672,-0.056757266803697484,502
SITC,0.5318120668553047,6.069408811005618e-06,6.307031373465715,-0.079534796524711,502
HR,0.47582499629058084,5.212264446311391e-05,7.704223316240655,-0.02036833300644712,502
OHI,0.5051632795942447,8.476958215978528e-06,6.542331054424739,0.0018828912737163315,502
SBRA,0.44554871111821476,1.2874160940366363e-05,6.226536345438661,0.025812786554762483,502
MPW,0.37420516027867284,3.6556542577202033e-06,6.764117658375943,0.019807986751452775,502
DOC,0.44539783309083497,1.2113996528594833e-05,7.416521376506043,0.02442912188471188,502
CTRE,0.5076812446101013,9.77656783423255e-07,6.627704631823364,0.03413024487373995,502
LTC,0.32934523476274286,3.333081756535624e-06,6.5920272251653005,0.0014308857517768658,502
NHI,0.5268287602846543,0.0002451474336813531,8.74979855766606,-0.03191334470127184,502
GMRE,0.34387990049904227,5.546813925862989e-05,9.743926594025472,-0.0016398579075702687,502
EL,0.4933019701996629,8.665353784945081e-06,9.050762941656082,0.015564927604856924,502
COTY,0.21886786229373412,1.8191273648438926e-07,5.01385756223325,-0.06292542985276786,502
MNST,0.4695350918332061,3.747602584357282e-05,7.416408490833209,-0.09727142251582604,502
TAP,0.43419528688577264,8.571004909136341e-05,7.89440599426252,-0.09120023859113999,502
STZ,0.40650007052591935,0.0003223992209613834,9.007439392396575,-0.051645935850736485,502
BF-B,0.3480557397401811,5.711557803287502e-08,9.31268739722032,-0.07816931416030609,502
SAM,0.35413231279282015,4.1014575378425065e-05,5.683434172716466,-0.13359255886331844,502
FIZZ,0.44800649166245354,4.8071560727368584e-05,7.941447683341567,-0.08190192691419725,502
CELH,0.5612308332729533,0.0014002956784509855,10.823701764818681,0.003075099076780571,502
COKE,0.5155861276623739,0.00011792508572166022,7.950553050874289,-0.014288629677752481,502
FLO,0.4873121053959936,8.79265390606094e-06,6.533624294440003,-0.08826595868587028,502
THS,0.46540427339861956,2.212624330420773e-06,6.247018115741314,-0.0011537064667982155,502
BGS,0.29590718266312915,1.3804543531676239e-06,6.650779398263153,0.05639268635061913,502
SMPL,0.5152043357439,0.00030272166792182325,8.849873207738032,-0.02958037325343896,502
FRPT,0.5851367576240196,0.0005263892534754437,9.522819086461473,-0.06657458442910821,502
HAIN,0.46934676759889116,4.854676462004185e-07,6.807073699579092,0.0270350536729671,502
SFM,0.6291924794843581,0.0008641044296620514,11.54517487498473,0.041777999237580105,502
CHEF,0.3223759517280601,9.232255811438171e-06,8.148592849484693,-0.015229436741510883,502
UNFI,0.45073607634536,0.0006993611356517472,9.846998468007067,0.009357591983631203,502
KR,0.35591371249628545,1.7125793932619283e-05,6.84202918032494,0.0046815038738631225,502
ACI,0.4233515862874623,5.693557710882423e-08,5.371041063680005,-0.022369424889866745,502
GO,0.3214479747685375,5.0579034043791635e-05,7.509505899555676,-0.020178954867663995,502
IMKTA,0.3302751572708803,7.548274216165292e-07,8.702474274744906,0.008431448145748064,502
WMK,0.3123587026362877,4.1112361355819585e-07,7.842272287278631,0.024071148431155685,502
VLGEA,0.2334676882429382,2.999816623261924e-06,7.736664250052576,0.022899539344317637,502
NGVC,0.47597008426606713,0.000341787758959163,9.072231918807603,-0.01600416318239747,502
ANDE,0.44522698560661017,1.4620182534809408e-06,5.710568071570729,-0.05721220574257428,502
CAH,0.4289069625892192,2.95898964440821e-05,9.975853084042953,0.007625013411934797,502
MCK,0.3843807397635247,4.8860355945304904e-05,7.920951764450394,0.05713186336256064,502
COR,0.35611821606465494,1.476833872872197e-05,8.51572652121536,0.08047758130928152,502
HSIC,0.2512193326609412,3.518429649043999e-06,6.945333200136431,0.027967261001425322,502
OMI,0.2976038182944792,1.0354825557771826e-06,9.630998388003311,-0.07201984133894648,502
BDX,0.4501618135996917,5.220175619062898e-06,6.247096897708742,-0.07404816048418027,502
BAX,0.35484887889966565,1.3968503384974035e-05,8.016842070775827,-0.005093552228438901,502
ZBH,0.28234225744682084,2.7318410039854246e-06,5.958636552991694,-0.06253314464578544,502
HOLX,0.554816926861284,3.114161472363846e-06,6.041906655159283,0.0019030787444335527,502
DXCM,0.46021674900997656,8.169305557437639e-05,7.867361090842557,-0.06576256269164593,502
PODD,0.3159341696039992,3.450503764227927e-05,7.306146673098514,-0.0598933955802101,502
ALGN,0.3101367042348544,2.8751812038328767e-05,7.152850682746224,-0.07604107278326958,502
XRAY,0.26844294944053165,1.1809778875669344e-05,7.071835572385843,-0.10051288820513186,502
NVST,0.4523683571305241,5.259875115809254e-06,6.248914743677402,-0.06590339248619091,502
TFX,0.4757539896087839,1.4846718446519104e-05,6.775114466903028,-0.04762360901325185,502
GMED,0.5055083432602875,7.965786475205105e-05,7.838995252660124,-0.008248757031808641,502
MMSI,0.43750392358014223,8.470990528646683e-07,7.384617117336146,-0.08210235487090448,502
LIVN,0.42331071754757876,0.0001293235939489651,8.197055681065976,-0.02877824651585631,502
MOH,0.44624050909540286,0.0026828227388400526,9.852770501918922,-0.10181902311034353,502
CNC,0.5010608734997662,0.002669749499961142,9.595424658699415,-0.08375293000532216,502
HUM,0.3291398907849731,2.1523132790517893e-07,8.443687934507738,0.08208747296573103,502
OSCR,0.2468270378459887,1.0397878445891185e-08,7.664309424482262,0.0367475910694946,502
ALHC,0.3925896259598173,7.155140599351721e-05,8.226845381598354,-0.10916628937868246,502
CLOV,0.5530582440136131,2.2077168160464156e-05,9.985545863580311,0.11649073344112587,502
CLVR,0.22497621480541227,2.657812801594026e-25,1.2550538139260623,-0.03212737003149977,502
TFC,0.36140909151917716,2.998691865603895e-05,8.359229539337418,0.0512204706489477,502
FITB,0.428262377786381,6.730727542058733e-06,8.430142875715282,-0.00998027678556067,502
RF,0.43902715604442594,1.5085548254433798e-06,8.832691364634675,0.022632976358749043,502
HBAN,0.3685002839637973,1.228061778292839e-05,8.876826539600918,0.02377918575172182,502
CFG,0.41638293098353535,6.155496719446826e-05,7.718719439089191,-0.03358300927896741,502
KEY,0.38114080575133125,4.456021357806855e-05,7.481632062814961,-0.016834600382166116,502
MTB,0.4407120222332637,7.541965075769006e-07,8.546336163100575,-0.03824064201927949,502
ZION,0.3826730079763612,4.109545786768346e-06,7.389406788729871,-0.022094569888387518,502
CMA,0.4431363613215363,1.0778300088248991e-05,6.599130724507997,-0.013571327344227207,502
FHN,0.3636091616218224,1.2334877419518644e-05,7.277757555488368,0.027572666745534186,502
PNC,0.4506803243211721,4.121762951184553e-05,9.741788631508989,0.014628626590077203,502
USB,0.4276355027067345,1.0839923483497904e-06,7.9719211715168745,-0.036269536492297555,502
WFC,0.38462352720923365,5.875162703948656e-07,8.553796083570754,0.06099143228878571,502
BAC,0.3801089664713815,1.395444565471608e-06,8.05324825469881,0.07302537244344055,502
C,0.4020325076368624,2.5411615835059415e-05,8.542025408051158,0.07487715715891373,502
MS,0.39961302406693894,2.1312197195068402e-05,7.821060434026572,0.04365032279163402,502
SCHW,0.42203488946348505,1.4281691693328829e-05,8.756523032565802,0.05442956460313052,502
IBKR,0.43435113600204905,1.2720921022214511e-05,8.975793675866763,-0.06099224642268307,502
LPLA,0.5059867197991327,0.0006715494211183703,9.739548330909052,0.022510090791484482,502
RJF,0.5375559205706837,0.0002267733725952101,8.648463198509555,0.005863442441654025,502
AXP,0.3722198125438099,1.8434099143469968e-06,6.651686476592892,-0.01138081137505738,502
SYF,0.4817480790898628,4.007439373155003e-05,7.38156110083315,-0.027024972287211964,502
ALLY,0.2974843229198611,4.000902722465417e-07,7.51047954737832,0.03805341616062842,502
COF,0.35655049527971866,9.402595264299753e-06,6.274812480456845,-0.01827646831663232,502
CACC,0.21750256396821943,3.903137057794385e-09,6.785461362161464,0.013139311789412899,502
OMF,0.3205975580831327,1.625170446082578e-06,7.303803584687865,0.04030609845403528,502
SLM,0.40897303732175144,2.7095752613232877e-06,6.852467072334676,0.03217310110073973,502
NAVI,0.26423302859925807,1.617144704900177e-05,6.822770631925734,-0.02180394529743021,502
PRU,0.3346068582320401,2.988578079476925e-08,6.517295362006146,0.02992435081916687,502
MET,0.2961405095955516,2.12472306977192e-08,6.106899113958488,-0.015600673716923294,502
AFL,0.46295895151831945,4.440757842979165e-06,6.201851424953923,-0.03479356490175622,502
UNM,0.4638908151506124,7.524078050247822e-05,6.858853121345987,-0.039186141687522213,502
GL,0.36042921361566804,1.995925000154257e-05,7.263218237151756,-0.17377079853460595,502
PFG,0.2121678133380709,2.44976071949957e-08,8.03635986190405,-0.038638981817369696,502
VOYA,0.3560970720617467,2.054762739633416e-06,8.717975086269567,-0.0514958764724954,502
LNC,0.24296440383993015,1.0041997923876335e-05,6.570110482216853,-0.05206901635209485,502
EQH,0.3764011186111892,3.834824860810041e-07,5.224548597319808,-0.0787090338282685,502
AIG,0.2955158772019195,1.8688611813211673e-07,6.335561657003065,-0.0067492662865613106,502
LUMN,0.5822163183749497,4.0644957393871666e-05,8.319077880211385,0.0429325155261542,502
FYBR,0.39185145174219993,2.439082953157759e-06,3.8897611719465828,-0.18859326824722913,502
SHEN,0.3054859855049201,6.905012260904641e-09,9.680741941177494,-0.04969325149410059,502
LILA,0.5517832627643,9.893694810797812e-05,8.565092316363765,-0.009528452292442981,502
LILAK,0.550155819425025,7.157941638688085e-05,8.475447689935544,-0.01145293372742598,502
ATUS,0.2752706406830899,1.4247683941357758e-06,6.552223620085909,0.009484379551865017,502
CABO,0.43846665067187157,1.5133161075271489e-05,6.757043484826014,-0.07732072367458809,502
IP,0.4136003208765715,4.105595198567301e-07,9.067701515441692,0.016871125984403212,502
PKG,0.5189905429600875,1.5102600699082748e-05,7.043333577374487,-0.10992767926847519,502
SEE,0.377000213610129,1.3002270258722806e-06,8.964833548643282,-0.024459130486190923,502
SON,0.24060076479674264,2.6924583904771632e-05,7.093194558477406,-0.005987976062815572,502
CCK,0.3467015650056769,4.035293378365044e-05,10.006943364208201,0.03447831345863685,502
OI,0.41603549448104366,4.7944344864513595e-06,6.2095318774793995,-0.07408606559144035,502
GPK,0.47889409320711773,2.730177063833586e-07,5.32688468766878,-0.008333244333966797,502
AVY,0.35699947079657485,1.6242982186135386e-07,6.224628814378863,-0.06160755480003724,502
SLVM,0.5675390988994172,1.782084826689509e-06,5.771269706941585,-0.05593333832964312,502
AMCR,0.41166294085884597,7.334529088506643e-06,6.97785133063472,-0.0432127546838002,502
ATR,0.5114458288196909,7.114550500915952e-06,7.762051259268536,0.0439927848820331,502
AOS,0.3690241437112515,2.015500828745424e-05,6.9374112668845935,-0.03337713251228575,502
SWK,0.3904691367492297,0.00010888895809244355,8.071595589972567,-0.0006547546707877098,502
ALLE,0.5109631780691386,4.3710419406974475e-05,7.434941388971789,-0.02515917692918188,502
MAS,0.4482324207859905,5.2467412718174074e-05,7.561109166516096,-0.03920832299456426,502
BLDR,0.4440886991038254,2.5862338229668232e-05,7.1618101794662525,-0.0506728860630438,502
BLD,0.44592233453463254,1.212485227078144e-06,7.330048418738397,-0.04722669347180846,502
JELD,0.38294337912967713,2.490582645454985e-06,11.235303724792589,0.10118269282245364,502
AWI,0.41510115364984335,2.2087148434121894e-05,10.295792802747462,0.013647088205713998,502
TILE,0.45440685719670315,3.5758362374001234e-05,7.298063645927333,-0.05165837846853776,502
FND,0.3680518196643596,4.538540466159209e-05,7.455072279391283,-0.06327503095456394,502
KMI,0.45663934328619477,1.1690985203155288e-06,6.974841662364462,0.051929586646556884,502
WMB,0.3714251320531445,1.6552483804326555e-06,6.287387603452732,-0.011282676014527272,502
OKE,0.5111443676052282,2.3212856244881456e-06,8.416073190886893,0.050182624049666946,502
ET,0.4517319227888589,1.7957766776682173e-06,6.914848632682933,0.035156276767306205,502
EPD,0.3251334610072269,1.4259721740933907e-06,9.020880612008705,0.08927878539044022,502
MPLX,0.3569039665100249,1.451458000576773e-06,7.708719318173685,0.07647948957031202,502
PAA,0.31550850412273895,3.718184479021209e-06,8.775871281794139,0.10517039304859799,502
TRGP,0.509581774816943,7.835116396463467e-05,8.958826021669184,0.038739748205677424,502
AM,0.2409268997318348,5.02326533257189e-07,6.559374088882322,-0.0007994356407333409,502
HESM,0.3830460907312618,7.701873344596547e-05,7.991552923815506,-0.028545688070265102,502
ENB,0.25665690799084345,1.6332471695543746e-07,8.281743535205198,0.026813681233005645,502
TRP,0.3641847726133233,3.464934469265885e-07,7.561148930345903,-0.007819277115465336,502
KNTK,0.5428133525285691,6.187197956820222e-05,8.289360847415429,-0.003428444438507453,502
DTM,0.44873063384928186,5.435679903111626e-06,6.838029019361553,0.005117792681638656,502
GEL,0.49795477477528577,3.3408219241149925e-06,7.280957242490575,0.06446423068902403,502
WES,0.3777724448683875,3.7147964043521406e-07,6.177301499056625,0.019992938549872406,502
DKL,0.261899578220391,3.287657356151452e-05,7.476963019594339,-0.01429237094287406,502
SNA,0.4600626614658295,5.8420919305093155e-06,6.317480174942762,-0.02842146772783773,502
GWW,0.44406512173930485,3.401033942181801e-05,7.641803546420563,-0.01742963628911399,502
FAST,0.45424970704175704,3.0994856802677996e-05,8.751348148654785,0.019130998099192983,502
WSO,0.4280154913783044,7.6059000445560865e-06,6.399303739965377,-0.05727416991372367,502
AIT,0.41682305887221704,6.282289899860335e-06,6.410277717996588,-0.07469793082942566,502
DSGR,0.47425218029922406,5.001128830914003e-06,6.296644581248849,-0.03995264128488502,502
CNH,0.43761941019770584,2.1961806421805248e-07,6.420843427915497,-0.07338608170848956,502
AGCO,0.3589084271503442,4.3042955400418905e-07,6.689018185716379,-0.02829962165163853,502
PCAR,0.4316210767433756,1.3876882771728784e-05,6.842576413649719,-0.050261963520648476,502
OSK,0.4576136596386693,2.2147309287951925e-05,7.516646595514744,0.017212914419154027,502
TTC,0.2753754505261179,1.8284426345034242e-08,6.524378123862818,-0.0293815352823862,502
ALV,0.510691265480823,7.27415003164571e-05,7.4121888680918575,-0.10471202241503454,502
LEA,0.3986785421629177,1.6058617358756857e-07,7.905940168003619,-0.0560707260879031,502
BWA,0.5038293233007305,7.237914370720238e-05,7.7699914782127655,-0.08692850123635536,502
APTV,0.371101630062559,6.138151962466305e-06,9.241701934002625,-0.026558574845067646,502
VC,0.5605162120579757,7.791406606209438e-05,7.754298183730096,-0.051991776747817416,502
DAN,0.3882221002289459,6.277891782113785e-07,12.96424381624883,0.08641232192871413,502
AXL,0.4742798806517205,2.762248406919989e-06,8.816290287116297,0.02560366324713083,502
VCSH,0.46374964089547854,8.464742218560196e-06,6.518474586234945,-0.004609415008062625,502
SPAB,0.4365654612765634,5.098368781261765e-06,7.256877195212863,0.053280357984133886,502
BIV,0.45443263311691345,4.927216373816838e-06,7.357161474256676,0.065826481605436,502
BSV,0.48346816241772705,1.4837095851146284e-05,7.449291607834903,0.02256557061731141,502
GOVT,0.4302000157239763,2.5688476015145535e-06,5.932066316163875,-0.02469128576471568,502
VGSH,0.4900894729563341,3.4406204405246834e-05,7.275250736551515,-0.041091252298524075,502
SCHO,0.4874059766313366,7.876484075787964e-05,6.584476015808918,-0.10084372864515351,502
NEAR,0.4692686646355763,5.878563845591609e-06,5.485593885322771,-0.11898389278339573,502
MINT,0.5466169661685116,0.002383304101468332,4.049420281772008,-0.2782812945711817,502
FLOT,0.27399277913242187,1.8345693407662132e-06,2.83678896817196,-0.3084856045341259,502
IGIB,0.44087603338449144,2.2952481378279507e-06,6.912487925889681,0.043692091906145814,502
IGSB,0.4628349933764132,9.072465220804841e-06,6.437332943113057,-0.009224137373570031,502
USIG,0.4232230948635691,1.7077519242107285e-06,6.809726111488303,0.03090440446437259,502
SUSC,0.4196276579458018,2.1163265370713477e-06,6.711693558922093,0.019956690706530174,502
QLTA,0.42761642560475954,1.95440870976298e-06,6.691049140649759,0.025068451893193802,502
ANGL,0.3408681140470308,7.5995512420876256e-06,6.452058149621945,0.0007337224245873125,502
SJNK,0.3690892865817359,7.347825036459949e-07,5.452526506445055,-0.06482723352033024,502
HYLB,0.3536580664866847,8.373440164945851e-07,5.50035402332241,-0.06518718626612617,502
USHY,0.3497674171246156,1.3432460053688403e-06,5.685489818477024,-0.03547103024181427,502
JNK,0.3547294549645093,1.1325381960517963e-06,5.617437481515102,-0.04538961887790843,502
DVY,0.34879339497383405,3.461268050518674e-07,6.4510636230381895,0.006159698604796471,502
VIG,0.37581279310948135,7.677897095987796e-08,5.596951620018267,-0.02845879762715035,502
SDY,0.3794554200619345,9.571392835791175e-07,6.108394228315023,-0.010517639719825599,502
DGRO,0.38006567353089943,1.4471785556838702e-07,5.883618791028426,-0.021951821395132562,502
DGRW,0.41376365738295295,1.7430049175227635e-07,6.120505893935319,-0.033873727223852186,502
NOBL,0.35608360809165873,1.3928563475737928e-06,5.697776680627623,-0.04399079133750486,502
SPHD,0.425085268822632,6.437064108472374e-07,6.041934915864354,-0.0344277628896365,502
HDV,0.3093544993667729,3.4082052000754207e-06,6.05970781045976,-0.030802045937746145,502
FVD,0.3504426601182634,1.4891518236686668e-07,5.566402026942279,-0.009622717820243966,502
CDC,0.3360524640966025,1.7179780637302235e-07,6.057993744952959,-0.0013281537011734334,502
VYM,0.3458242987684104,1.1527450370028681e-07,5.9323942411872475,-0.0038966351809432104,502
SPYD,0.40733922900445,5.187167704547442e-07,6.261077361062886,-0.007404162656385307,502
PFF,0.45351389660841096,1.1755373410142976e-05,7.463114435921058,0.019293095946584526,502
PGX,0.4896942644392722,1.8932547269716738e-05,7.165917685896602,0.004736651349418658,502
PFFD,0.4532972330995907,1.0016686647290737e-05,7.3176445754700685,0.013804684142465582,502
DIV,0.2948894695886517,3.8105575426370153e-07,6.620020634807623,-0.011107103984492965,502
KBWD,0.2412079122165295,9.872766182142188e-08,7.810374715759602,0.013897022356658283,502
QYLD,0.4397936286101286,3.0424944779227422e-05,5.154746221569013,-0.17427751790183757,502
RYLD,0.4520081045525368,1.236139619811268e-06,5.652618851075852,-0.15166318267264467,502
XYLD,0.44040752318398685,2.670615986036112e-05,5.035414946032672,-0.13374865147927914,502
EWZ,0.462277820154656,8.25562510355755e-05,7.906134792400821,-0.05774907102201387,502
EWW,0.5333149274853228,7.928219384264281e-07,7.065744880313454,-0.07168988185432616,502
EWY,0.5502975286161743,5.319123215936966e-05,7.736341795214347,-0.09046477582529365,502
EWT,0.38414775630228776,3.3870074508276084e-06,7.254642688341571,-0.019931198918429493,502
EWH,0.33964379440449743,8.892726790453698e-07,10.393719551177591,0.03577215343539439,502
EWS,0.26053170450773705,6.776582590243305e-07,6.995410691943843,0.017746989818323976,502
EWA,0.3581940961781167,2.3888754369988466e-06,5.942797025157803,-0.04976882341930806,502
EWC,0.3868644795186234,2.7000105654072764e-06,5.960937557390389,-0.061571959547976146,502
EWG,0.37897005901410014,2.3226436674706254e-07,7.829370180014649,-0.02176175588530033,502
EWU,0.34713697375921065,8.742906343305794e-08,6.9132464190905365,0.022115458361260564,502
EWQ,0.3609529368049169,3.2551175888938203e-06,6.926315086604634,-0.05095385971070654,502
EWI,0.3831245958668652,3.296029221203434e-06,7.739648051088236,0.0017046152633433,502
EWP,0.45051431669932096,2.883595283518611e-06,6.808020959204765,-0.03219011712626175,502
EWN,0.39542454664568194,9.852806402098884e-06,7.062594211569426,-0.06448875701558027,502
EWO,0.4825099671476328,3.12308343777213e-06,8.391511523098378,0.0022922480877075103,502
EWK,0.4403258970674699,8.41532422697812e-06,6.512984855305412,-0.0294260708712191,502
EWD,0.26384907168458144,6.598066470899478e-06,7.477651547454824,-0.02836995453208551,502
NORW,0.334910887161,2.1497454726887693e-07,6.372143210981869,-0.06824629196660717,502
EDEN,0.4108496995519896,4.9298370676342054e-06,8.110599044542775,-0.0033228173673903556,502
EFNL,0.4217405532044948,6.189841942476465e-06,8.848457774031512,0.021277589731962476,502
